V0,V-1,V-2,V-3,I0,ID0,dd-1,dd-2,dd-3,dv-1,dv-2,dv-3,dID-1,dID-2,dID-3,tag
1.3282,1.3282,1.265,0.94873,13.083,81.769,0.0015099,-0.008568,0.0097643,0,0.00031624,0.0010541,-0.0057374,0.0010943,0.047979,4
1.2017,1.3282,1.3282,1.265,12.81,80.064,-0.015103,0.0015099,-0.008568,-0.001265,0,0.00031624,-0.017052,-0.0057374,0.0010943,4
1.265,1.2017,1.3282,1.3282,12.93,80.814,-0.0028982,-0.015103,0.0015099,0.00063249,-0.001265,0,0.0074981,-0.017052,-0.0057374,4
1.518,1.265,1.2017,1.3282,13.268,82.926,0.027689,-0.0028982,-0.015103,0.00253,0.00063249,-0.001265,0.021121,0.0074981,-0.017052,4
1.7077,1.518,1.265,1.2017,13.686,96.229,0.00050407,0.027689,-0.0028982,0.0018975,0.00253,0.00063249,0.13303,0.021121,0.0074981,4
1.1385,1.7077,1.518,1.265,13.828,97.226,-0.017389,0.00050407,0.027689,-0.0056924,0.0018975,0.00253,0.0099619,0.13303,0.021121,4
1.1385,1.1385,1.7077,1.518,13.561,95.35,0.022961,-0.017389,0.00050407,0,-0.0056924,0.0018975,-0.018756,0.0099619,0.13303,4
1.3282,1.1385,1.1385,1.7077,13.486,94.823,-0.014089,0.022961,-0.017389,0.0018975,0,-0.0056924,-0.0052723,-0.018756,0.0099619,4
1.3282,1.3282,1.1385,1.1385,12.984,91.293,0.0093965,-0.014089,0.022961,0,0.0018975,0,-0.039216,-0.0052723,-0.018756,4
1.3915,1.3282,1.3282,1.1385,13.106,102.39,-0.010701,0.0093965,-0.014089,0.00063249,0,0.0018975,0.11095,-0.039216,-0.0052723,4
1.1385,1.3915,1.3282,1.3282,13.197,103.1,0.0020055,-0.010701,0.0093965,-0.00253,0.00063249,0,0.0070961,0.11095,-0.039216,4
1.1385,1.1385,1.3915,1.3282,12.939,101.09,-0.0061038,0.0020055,-0.010701,0,-0.00253,0.00063249,-0.0201,0.0070961,0.11095,4
1.1385,1.1385,1.1385,1.3915,13.06,102.03,-0.012998,-0.0061038,0.0020055,0,0,-0.00253,0.0094354,-0.0201,0.0070961,4
1.1385,1.1385,1.1385,1.1385,12.287,95.989,0.0075776,-0.012998,-0.0061038,-1E-08,0,0,-0.060431,0.0094354,-0.0201,4
-1.3915,-1.2017,-1.3282,-1.3282,9.9144,69.71,0.014777,-0.012376,0.011882,-0.00099867,0.00063249,0,-0.027349,-0.052413,-0.028661,3
-1.0752,-1.3915,-1.2017,-1.3282,11.076,103.84,6.0412E-06,0.014777,-0.012376,3.0493E-05,-0.00099867,0.00063249,0.003291,-0.027349,-0.052413,3
-1.1385,-1.0752,-1.3915,-1.2017,10.626,91.316,0.0037046,6.0412E-06,0.014777,-0.00070277,3.0493E-05,-0.00099867,-0.13917,0.003291,-0.027349,3
-1.0752,-1.1385,-1.0752,-1.3915,10.76,92.471,0.0076211,0.0037046,6.0412E-06,0.00063249,-0.00070277,3.0493E-05,0.01155,-0.13917,0.003291,3
-1.1385,-1.0752,-1.1385,-1.0752,11.227,96.483,-0.038123,0.0076211,0.0037046,-0.00063249,0.00063249,-0.00070277,0.040119,0.01155,-0.13917,3
-1.2017,-1.1385,-1.0752,-1.1385,10.949,94.09,-0.01291,-0.038123,0.0076211,-0.00063248,-0.00063249,0.00063249,-0.023934,0.040119,0.01155,3
-1.2017,-1.2017,-1.1385,-1.0752,11.015,94.663,0.0015921,-0.01291,-0.038123,0,-0.00063248,-0.00063249,0.0057367,-0.023934,0.040119,3
-1.265,-1.2017,-1.2017,-1.1385,10.799,84.371,0.0086743,0.0015921,-0.01291,-0.00031625,0,-0.00063248,-0.051463,0.0057367,-0.023934,3
-1.265,-1.265,-1.2017,-1.2017,11.034,86.207,0.012744,0.0086743,0.0015921,0,-0.00031625,0,0.020401,-0.051463,0.0057367,3
-1.265,-1.265,-1.265,-1.2017,11.139,87.027,0.035008,0.012744,0.0086743,0,0,-0.00031625,0.0082019,0.020401,-0.051463,3
-1.3282,-1.265,-1.265,-1.265,11.112,86.815,-0.076809,0.035008,0.012744,-0.00063249,0,0,-0.0021172,0.0082019,0.020401,3
-1.265,-1.3282,-1.265,-1.265,10.767,84.119,-0.013761,-0.076809,0.035008,0.00063249,-0.00063249,0,-0.02696,-0.0021172,0.0082019,3
-1.265,-1.265,-1.3282,-1.265,10.844,84.717,-0.0066138,-0.013761,-0.076809,0,0.00063249,-0.00063249,0.0059789,-0.02696,-0.0021172,3
-1.3282,-1.265,-1.265,-1.3282,11.234,87.763,0.080407,-0.0066138,-0.013761,-0.00063249,0,0.00063249,0.030464,0.0059789,-0.02696,3
-1.3282,-1.3282,-1.265,-1.265,10.942,76.936,0.0187,0.080407,-0.0066138,0,-0.00063249,0,-0.10827,0.030464,0.0059789,3
-1.3282,-1.3282,-1.3282,-1.265,10.898,76.624,-0.00057618,0.0187,0.080407,0,0,-0.00063249,-0.0031207,-0.10827,0.030464,3
-1.3282,-1.3282,-1.3282,-1.3282,10.918,76.764,-0.0012508,-0.00057618,0.0187,0,0,0,0.0013987,-0.0031207,-0.10827,3
-1.3282,-1.3282,-1.3282,-1.3282,11.119,78.183,0.024213,-0.0012508,-0.00057618,0,0,0,0.015761,0.0013987,-0.0031207,3
-1.3282,-1.3282,-1.3282,-1.3282,10.534,74.067,-0.014876,0.024213,-0.0012508,0,0,0,-0.041158,0.015761,0.0013987,3
-1.3282,-1.3282,-1.3282,-1.3282,11.092,69.326,-0.0053732,-0.014876,0.024213,0,0,0,-0.023704,-0.041158,0.015761,3
-1.3282,-1.3282,-1.3282,-1.3282,10.496,65.6,-0.012278,-0.0053732,-0.014876,0,0,0,-0.037262,-0.023704,-0.041158,3
-1.3282,-1.3282,-1.3282,-1.3282,10.433,65.207,-0.042957,-0.012278,-0.0053732,0,0,0,-0.0039269,-0.037262,-0.023704,3
-1.265,-1.3282,-1.3282,-1.3282,11.222,70.137,0.059315,-0.042957,-0.012278,0.00070277,0,0,0.054775,-0.0039269,-0.037262,3
-1.265,-1.265,-1.3282,-1.3282,11.051,69.066,0.040629,0.059315,-0.042957,0,0.00070277,0,-0.010708,0.054775,-0.0039269,3
-1.265,-1.265,-1.265,-1.3282,10.19,55.726,-0.014077,0.040629,0.059315,0,0,0.00070277,-0.066702,-0.010708,0.054775,3
-1.2017,-1.265,-1.265,-1.265,10.851,59.341,7.624E-05,-0.014077,0.040629,0.00063249,0,0,0.036152,-0.066702,-0.010708,3
-1.2017,-1.2017,-1.265,-1.265,10.408,56.92,-0.0018196,7.624E-05,-0.014077,0,0.00063249,0,-0.024213,0.036152,-0.066702,3
-1.1385,-1.2017,-1.2017,-1.265,10.946,59.859,0.063176,-0.0018196,7.624E-05,0.00063248,0,0.00063249,0.029391,-0.024213,0.036152,3
-1.1385,-1.1385,-1.2017,-1.2017,11.542,63.122,-0.047952,0.063176,-0.0018196,0,0.00063248,0,0.032636,0.029391,-0.024213,3
-1.0752,-1.1385,-1.1385,-1.2017,10.565,57.778,0.1003,-0.047952,0.063176,0.00070277,0,0.00063248,-0.059382,0.032636,0.029391,3
-1.0752,-1.0752,-1.1385,-1.1385,11.036,51.732,-0.045397,0.1003,-0.047952,0,0.00070277,0,-0.030228,-0.059382,0.032636,3
-1.012,-1.0752,-1.0752,-1.1385,10.973,51.438,0.026958,-0.045397,0.1003,0.00063249,0,0.00070277,-0.0029417,-0.030228,-0.059382,3
-1.012,-1.012,-1.0752,-1.0752,11.228,52.629,-0.038882,0.026958,-0.045397,0,0.00063249,0,0.011909,-0.0029417,-0.030228,3
-0.94873,-1.012,-1.012,-1.0752,11.103,52.046,0.043544,-0.038882,0.026958,0.00063249,0,0.00063249,-0.0058269,0.011909,-0.0029417,3
-2.277,-2.1505,-2.024,-1.8975,10.902,93.689,0.015046,-0.0071241,0.0087593,-0.001265,-0.00063249,-0.001265,0.017919,-0.042401,-0.030363,2
-2.3402,-2.277,-2.1505,-2.024,10.789,92.718,0.017607,0.015046,-0.0071241,-0.00063249,-0.001265,-0.00063249,-0.0097095,0.017919,-0.042401,2
-2.4667,-2.3402,-2.277,-2.1505,10.74,83.907,0.013185,0.017607,0.015046,-0.0014055,-0.00063249,-0.001265,-0.097902,-0.0097095,0.017919,2
-2.53,-2.4667,-2.3402,-2.277,11.251,87.9,0.0060194,0.013185,0.017607,-0.00063249,-0.0014055,-0.00063249,0.039926,-0.097902,-0.0097095,2
-2.5932,-2.53,-2.4667,-2.3402,11.072,86.497,-0.018654,0.0060194,0.013185,-0.00063249,-0.00063249,-0.0014055,-0.014031,0.039926,-0.097902,2
-2.5932,-2.5932,-2.53,-2.4667,11.088,77.96,0.01639,-0.018654,0.0060194,0,-0.00063249,-0.00063249,-0.085368,-0.014031,0.039926,2
-2.6565,-2.5932,-2.5932,-2.53,10.81,76.007,0.0074334,0.01639,-0.018654,-0.00031624,0,-0.00063249,-0.0097645,-0.085368,-0.014031,2
-2.6565,-2.6565,-2.5932,-2.5932,10.413,65.081,0.015979,0.0074334,0.01639,0,-0.00031624,0,-0.10926,-0.0097645,-0.085368,2
-2.6565,-2.6565,-2.6565,-2.5932,9.9089,61.93,0.013788,0.015979,0.0074334,0,0,-0.00031624,-0.03151,-0.10926,-0.0097645,2
-2.6565,-2.6565,-2.6565,-2.6565,9.9051,61.907,-0.0045132,0.013788,0.015979,0,0,0,-0.00023782,-0.03151,-0.10926,2
-2.4035,-2.4035,-2.3402,-2.277,10.293,80.414,0.01042,-0.0073505,-0.020976,0,-0.00063249,-0.00063249,-0.061546,-0.10752,0.014396,2
-2.53,-2.4035,-2.4035,-2.3402,11.162,87.204,0.049512,0.01042,-0.0073505,-0.0014055,0,-0.00063249,0.075437,-0.061546,-0.10752,2
-2.53,-2.53,-2.4035,-2.4035,10.408,73.179,-0.033085,0.049512,0.01042,0,-0.0014055,0,-0.14025,0.075437,-0.061546,2
-2.4667,-2.53,-2.53,-2.4035,10.404,73.153,-0.0024459,-0.033085,0.049512,0.00063249,0,-0.0014055,-0.00025435,-0.14025,0.075437,2
-2.5932,-2.4667,-2.53,-2.53,10.221,71.869,0.024732,-0.0024459,-0.033085,-0.00063249,0.00063249,0,-0.0064197,-0.00025435,-0.14025,2
-2.5932,-2.5932,-2.4667,-2.53,10.541,65.883,0.014461,0.024732,-0.0024459,0,-0.00063249,0.00063249,-0.059867,-0.0064197,-0.00025435,2
-2.53,-2.5932,-2.5932,-2.4667,10.126,63.285,-0.010971,0.014461,0.024732,0.00063249,0,-0.00063249,-0.025977,-0.059867,-0.0064197,2
-2.4667,-2.53,-2.5932,-2.5932,10.389,64.928,-0.0081503,-0.010971,0.014461,0.00063249,0.00063249,0,0.016434,-0.025977,-0.059867,2
-2.4667,-2.4667,-2.53,-2.5932,9.9014,54.148,-0.0031452,-0.0081503,-0.010971,0,0.00063249,0.00063249,-0.11978,0.016434,-0.025977,2
-2.3402,-2.4667,-2.4667,-2.53,9.8592,53.917,0.025255,-0.0031452,-0.0081503,0.001265,0,0.00063249,-0.0023061,-0.11978,0.016434,2
-2.2137,-2.3402,-2.4667,-2.4667,9.2759,43.481,0.011926,0.025255,-0.0031452,0.00063249,0.001265,0,-0.052184,-0.0023061,-0.11978,2
-1.7077,-1.771,-1.9607,-1.6445,12.991,152.24,0.038575,-0.047377,-0.017026,0.00063249,0.0021083,-0.0015812,0.065557,-0.17279,0.028999,8
-1.771,-1.7077,-1.771,-1.9607,12.731,149.2,-0.044549,0.038575,-0.047377,-0.00063249,0.00063249,0.0021083,-0.030439,0.065557,-0.17279,8
-1.8342,-1.771,-1.7077,-1.771,12.482,146.27,-0.067539,-0.044549,0.038575,-0.00063249,-0.00063249,0.00063249,-0.029267,-0.030439,0.065557,8
-1.8342,-1.8342,-1.771,-1.7077,12.37,135.29,0.079148,-0.067539,-0.044549,0,-0.00063249,-0.00063249,-0.10977,-0.029267,-0.030439,8
-1.7077,-1.8342,-1.8342,-1.771,12.531,137.06,-0.0012732,0.079148,-0.067539,0.001265,0,-0.00063249,0.017664,-0.10977,-0.029267,8
-1.7077,-1.7077,-1.8342,-1.8342,12.617,138,-0.0061943,-0.0012732,0.079148,0,0.001265,0,0.0094338,0.017664,-0.10977,8
-1.7077,-1.7077,-1.7077,-1.8342,13.363,146.16,0.026506,-0.0061943,-0.0012732,0,0,0.001265,0.090682,0.0094338,0.017664,8
-1.9607,-1.7077,-1.7077,-1.7077,12.923,131.25,0.0048306,0.026506,-0.0061943,-0.001265,0,0,-0.074555,0.090682,0.0094338,8
-1.7077,-1.9607,-1.7077,-1.7077,12.628,128.26,0.0020463,0.0048306,0.026506,0.00253,-0.001265,0,-0.029968,-0.074555,0.090682,8
-1.7077,-1.7077,-1.9607,-1.7077,13.266,134.73,-0.014913,0.0020463,0.0048306,0,0.00253,-0.001265,0.064795,-0.029968,-0.074555,8
-1.771,-1.7077,-1.7077,-1.9607,12.823,130.24,0.011278,-0.014913,0.0020463,-0.00063249,0,0.00253,-0.044989,0.064795,-0.029968,8
-1.7077,-1.771,-1.7077,-1.7077,12.967,121.56,0.0076842,0.011278,-0.014913,0.0002181,-0.00063249,0,-0.029904,-0.044989,0.064795,8
-1.7077,-1.7077,-1.771,-1.7077,12.956,121.46,-0.018093,0.0076842,0.011278,0,0.0002181,-0.00063249,-0.0010476,-0.029904,-0.044989,8
-1.8975,-1.7077,-1.7077,-1.771,13.085,112.45,-0.0020657,-0.018093,0.0076842,-0.00094874,0,0.0002181,-0.045035,-0.0010476,-0.029904,8
-1.8342,-1.8975,-1.7077,-1.7077,12.844,110.38,-0.032345,-0.0020657,-0.018093,0.00063249,-0.00094874,0,-0.020756,-0.045035,-0.0010476,8
-1.771,-1.8342,-1.8975,-1.7077,12.782,109.85,0.017295,-0.032345,-0.0020657,0.00063249,0.00063249,-0.00094874,-0.0052778,-0.020756,-0.045035,8
-1.771,-1.771,-1.8342,-1.8975,13.162,102.83,0.00027672,0.017295,-0.032345,0,0.00063249,0.00063249,-0.036961,-0.0052778,-0.020756,8
-1.8975,-1.771,-1.771,-1.8342,12.89,100.71,-0.0078689,0.00027672,0.017295,-0.001265,0,0.00063249,-0.021191,-0.036961,-0.0052778,8
-1.9607,-1.8975,-1.771,-1.771,12.802,100.01,0.017186,-0.0078689,0.00027672,-0.00063249,-0.001265,0,-0.0069446,-0.021191,-0.036961,8
-1.771,-1.9607,-1.8975,-1.771,13.434,94.458,-0.01594,0.017186,-0.0078689,0.00094873,-0.00063249,-0.001265,-0.027771,-0.0069446,-0.021191,8
-1.8342,-1.771,-1.9607,-1.8975,13.424,94.384,0.013644,-0.01594,0.017186,-0.00063249,0.00094873,-0.00063249,-0.00074028,-0.027771,-0.0069446,8
-2.024,-1.8342,-1.771,-1.9607,13.153,92.481,0.021594,0.013644,-0.01594,-0.0018975,-0.00063249,0.00094873,-0.019032,-0.00074028,-0.027771,8
-1.771,-2.024,-1.8342,-1.771,13.504,84.402,-0.0054919,0.021594,0.013644,0.0013316,-0.0018975,-0.00063249,-0.042522,-0.019032,-0.00074028,8
-1.8342,-1.771,-2.024,-1.8342,13.786,86.16,-0.013707,-0.0054919,0.021594,-0.00063249,0.0013316,-0.0018975,0.01758,-0.042522,-0.019032,8
-1.8975,-1.8342,-1.771,-2.024,13.341,83.384,0.05028,-0.013707,-0.0054919,-0.00063249,-0.00063249,0.0013316,-0.027756,0.01758,-0.042522,8
-1.7077,-1.8975,-2.024,-1.518,13.56,74.155,0.026565,-0.085607,-0.037557,0.0018975,0.001265,-0.0050599,-0.065843,-0.010924,-0.11173,8
-1.8342,-1.7077,-1.8975,-2.024,14.031,76.73,0.014755,0.026565,-0.085607,-0.001265,0.0018975,0.001265,0.02575,-0.065843,-0.010924,8
-1.8342,-1.8342,-1.7077,-1.8975,13.849,75.738,-0.010362,0.014755,0.026565,0,-0.001265,0.0018975,-0.0099241,0.02575,-0.065843,8
-1.6445,-1.5812,-1.8975,-1.3282,13.337,62.518,-0.0071581,0.0079738,-0.010892,-0.00063887,0.0015734,-0.0063249,0.0063066,-0.040386,-0.1208,8
-1.771,-1.6445,-1.5812,-1.8975,13.097,61.394,0.044343,-0.0071581,0.0079738,-0.0012525,-0.00063887,0.0015734,-0.011123,0.0063066,-0.040386,8
-1.518,-1.771,-1.6445,-1.5812,14.299,55.855,-0.019812,0.044343,-0.0071581,0.0008724,-0.0012525,-0.00063887,-0.019103,-0.011123,0.0063066,8
-1.5812,-1.518,-1.771,-1.6445,14.005,54.705,0.018191,-0.019812,0.044343,-0.00063249,0.0008724,-0.0012525,-0.011494,-0.019103,-0.011123,8
-1.6445,-1.5812,-1.518,-1.771,13.988,54.642,-0.004746,0.018191,-0.019812,-0.00063248,-0.00063249,0.0008724,-0.00063512,-0.011494,-0.019103,8
-1.7077,-1.6445,-1.5812,-1.518,13.363,52.2,-0.030006,-0.004746,0.018191,-0.00063249,-0.00063248,-0.00063249,-0.024414,-0.00063512,-0.011494,8
-1.4547,-1.7077,-1.6445,-1.5812,13.509,42.216,-0.023181,-0.030006,-0.004746,0.00253,-0.00063249,-0.00063248,-0.099846,-0.024414,-0.00063512,8
-1.518,-1.4547,-1.7077,-1.6445,13.574,42.42,0.022295,-0.023181,-0.030006,-0.00063249,0.00253,-0.00063249,0.0020463,-0.099846,-0.024414,8
-1.2017,-1.518,-1.4547,-1.7077,13.157,41.115,0.023352,0.022295,-0.023181,0.0031625,-0.00063249,0.00253,-0.013055,0.0020463,-0.099846,8
-1.4547,-1.2017,-1.518,-1.4547,12.949,40.467,-0.0012764,0.023352,0.022295,-0.00253,0.0031625,-0.00063249,-0.0064768,-0.013055,0.0020463,8
-1.3915,-1.4547,-1.2017,-1.518,11.546,27.06,-0.024184,-0.0012764,0.023352,0.0002181,-0.00253,0.0031625,-0.046231,-0.0064768,-0.013055,8
