2018-06-30-16:32:47,0.0,0.0,0.0,0.0,0.6,0.4
2018-06-30-16:32:49,0.0,0.0,0.0,0.0,0.25,0.75
2018-06-30-16:32:55,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:32:57,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111
2018-06-30-16:32:59,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:33:03,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:33:05,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:33:07,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:09,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:11,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:13,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:15,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:17,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:19,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:21,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:23,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:33:30,0.0,0.0,0.5,0.0,0.0,0.5
2018-06-30-16:33:32,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:33:34,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:33:36,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:33:38,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:33:40,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:33:42,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
2018-06-30-16:33:44,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:33:52,0.0,0.0,0.2,0.0,0.2,0.6
2018-06-30-16:33:54,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:33:56,0.0,0.0,0.0,0.0,0.5,0.5
2018-06-30-16:33:58,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:34:00,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:34:02,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:34:08,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:34:15,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:34:20,0.0,0.0,0.4444444444444444,0.0,0.0,0.5555555555555556
2018-06-30-16:34:22,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:34:24,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:34:26,0.0,0.0,0.2,0.0,0.4,0.0
2018-06-30-16:34:28,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:34:34,0.0,0.0,0.0,0.0,0.4,0.4
2018-06-30-16:34:36,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
2018-06-30-16:34:38,0.0,0.0,0.0,0.0,1.0,0.0
2018-06-30-16:34:40,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857
2018-06-30-16:34:42,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:34:44,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:34:46,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-30-16:35:22,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:35:24,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
2018-06-30-16:35:55,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:36:20,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30-16:36:26,0.0,0.0,1.0,0.0,0.0,0.0
2018-06-30-16:36:53,0.0,0.0,0.0,0.0,0.0,0.0
